index,date,open,high,low,close,volume,returns,log_returns,volatility,ma_20,ma_50,rsi,sentiment_score,regime
0,2024-09-23,63578.76,64745.88,62538.75,63339.99,24078.05287,,,,,,,-1,Bear
1,2024-09-24,63339.99,64688.0,62700.0,64262.7,23185.04759,0.014567574134444872,0.01446248637939056,,,,,1,Bear
2,2024-09-25,64262.7,64817.99,62947.08,63152.01,17813.11168,-0.017283587524333677,-0.017434692343162504,,,,,-1,Bull
3,2024-09-26,63152.01,65839.0,62670.0,65173.99,28373.30593,0.03201766657941674,0.03151578569135097,,,,,1,Bull
4,2024-09-27,65173.99,66498.0,64819.9,65769.95,22048.80487,0.009144138635673427,0.009102584128001627,,,,,1,Bull
5,2024-09-28,65769.95,66260.0,65422.23,65858.0,9127.23316,0.0013387572896133015,0.0013378619530761801,,,,,1,Bull
6,2024-09-29,65858.0,66076.12,65432.0,65602.01,8337.74111,-0.0038869993015275828,-0.003894573316477157,,,,,-1,Bull
7,2024-09-30,65602.01,65618.8,62856.3,63327.59,30011.08752,-0.03466997428889751,-0.03528524055475455,,,,,-1,Bull
8,2024-10-01,63327.6,64130.63,60164.0,60805.78,43671.48108,-0.03982166382772501,-0.04063624492665931,,,,,-1,Bull
9,2024-10-02,60804.92,62390.31,60000.0,60649.28,31534.70118,-0.002573768480562233,-0.002577086316775542,,,,,-1,Bull
10,2024-10-03,60649.27,61477.19,59828.11,60752.71,26221.43472,0.001705378860227258,0.001703926352847916,,,,,1,Bull
11,2024-10-04,60752.72,62484.85,60459.9,62086.0,21294.65994,0.021946181495442696,0.02170883041003728,,,,,1,Bull
12,2024-10-05,62086.0,62370.56,61689.26,62058.0,7807.46141,-0.00045098734014104025,-0.00045108906551724495,,,,,-1,Bull
13,2024-10-06,62058.01,62975.0,61798.97,62819.91,8906.86177,0.012277385671468632,0.012202629820996201,,,,47.864102231341306,1,Bull
14,2024-10-07,62819.91,64478.19,62128.0,62224.0,25966.1852,-0.009486005312646983,-0.009531284031326389,,,,45.63064526864334,-1,Bull
15,2024-10-08,62224.01,63200.0,61860.31,62160.49,19702.22371,-0.001020667266649511,-0.0010211885021863328,,,,41.17567550550102,-1,Bull
16,2024-10-09,62160.5,62543.75,60301.0,60636.02,20011.15684,-0.02452474232426416,-0.024830482976427176,,,,39.79333448544164,-1,Bull
17,2024-10-10,60636.01,61321.68,58946.0,60326.39,23967.92481,-0.005106370767738344,-0.005119452832531935,,,,27.16171293748731,-1,Bull
18,2024-10-11,60326.4,63417.56,60087.64,62540.0,23641.35209,0.036693891346722296,0.03603669892744918,,,,36.795543610947384,1,Bull
19,2024-10-12,62539.99,63480.0,62487.23,63206.22,10911.30116,0.010652702270546932,0.010596362001929363,,62837.552,,39.64852014646296,1,Bull
20,2024-10-13,63206.23,63285.72,62050.0,62870.02,11909.21995,-0.005319096759781039,-0.0053332935199566596,0.019606278413779876,62814.0535,,39.40178029018747,-1,Bull
21,2024-10-14,62870.02,66500.0,62457.81,66083.99,37669.95222,0.051120868102157546,0.04985708823410627,0.022412406987159867,62905.118,,59.96640262183932,1,Bull
22,2024-10-15,66084.0,67950.0,64800.01,67074.14,43683.95423,0.014983205463229288,0.014872066015212413,0.022146330483497442,63101.2245,,75.48776917572047,1,Bull
23,2024-10-16,67074.14,68424.0,66750.49,67620.01,29938.25544,0.008138307848598592,0.008105370403983361,0.021157113901955026,63223.5255,,77.47373714840644,1,Bull
24,2024-10-17,67620.0,67939.4,66666.0,67421.78,25328.22861,-0.0029315286998625734,-0.0029358340463448997,0.021110879631200025,63306.117000000006,,76.08984294619265,-1,Bull
25,2024-10-18,67421.78,69000.0,67192.36,68428.0,28725.635,0.014924257413553965,0.014813986471420449,0.021328103461555198,63434.617000000006,,75.46190350010838,1,Bull
26,2024-10-19,68427.99,68693.26,68010.0,68378.0,8193.66737,-0.000730695037119311,-0.0007309621248523259,0.021294461166350497,63573.41650000001,,75.32883399193643,-1,Bull
27,2024-10-20,68377.99,69400.0,68100.0,69031.99,12442.47378,0.00956433355757702,0.00951888488044817,0.019432918538935213,63858.6365,,75.11355936862768,1,Bull
28,2024-10-21,69032.0,69519.52,66840.67,67377.5,31374.42184,-0.023967004283086846,-0.02425888605349007,0.017707645438456477,64187.222499999996,,69.19143846227178,-1,Bull
29,2024-10-22,67377.5,67836.01,66571.42,67426.0,24598.96268,0.0007198248673518926,0.0007195659176902162,0.017647355730165664,64526.0585,,69.63050504975189,1,Bull
30,2024-10-23,67426.01,67472.83,65260.0,66668.65,25530.2407,-0.011232313944175898,-0.01129587277243706,0.018022055856100973,64821.85549999999,,73.8548910468878,-1,Bull
31,2024-10-24,66668.65,68850.0,66510.0,68198.28,22589.83877,0.022943767422919148,0.02268451715263484,0.018071925688136314,65127.46949999999,,78.38879780849263,1,Bull
32,2024-10-25,68198.27,68771.49,65596.29,66698.33,34479.71125,-0.02199395644582236,-0.022239429463163648,0.019029807048721235,65359.486,,65.81021491517225,-1,Bull
33,2024-10-26,66698.32,67454.55,66439.9,67092.76,11842.9077,0.005913641316056761,0.005896224370562871,0.018931853016785044,65573.1285,,65.08869491217469,1,Bull
34,2024-10-27,67092.76,68332.05,66913.73,68021.7,8653.19592,0.013845607186230069,0.013750632418520554,0.018817424378471267,65863.0135,,69.12034988850718,1,Bull
35,2024-10-28,68021.69,70270.0,67618.0,69962.21,29046.75459,0.028527808037729363,0.02812846721520796,0.019487936697985295,66253.0995,,65.89661148393294,1,Bull
36,2024-10-29,69962.21,73620.12,69760.0,72736.42,50128.60594,0.03965297837218107,0.03888698282937757,0.019405771027754627,66858.1195,,70.24799890146984,1,Bull
37,2024-10-30,72736.41,72961.0,71436.0,72344.74,26885.99056,-0.00538492271134583,-0.005399473668343945,0.019416666333768644,67459.037,,67.0837633143455,-1,Bull
38,2024-10-31,72344.75,72700.0,69685.76,70292.01,29352.10297,-0.028374281253896405,-0.02878461169591104,0.020079553095379305,67846.6375,,59.150984241801254,-1,Bull
39,2024-11-01,70292.01,71632.95,68820.14,69496.01,38301.86755,-0.011324188908526045,-0.011388795745506882,0.020404766615680678,68161.12700000001,,53.45133692811914,-1,Bull
40,2024-11-02,69496.0,69914.37,69000.14,69374.74,10521.67243,-0.0017449922664622974,-0.0017465165389545408,0.020327155832620052,68486.363,,53.20625488944705,-1,Bull
41,2024-11-03,69374.74,69391.0,67478.73,68775.99,24995.70243,-0.008630662976178316,-0.008668122839253566,0.017539458874015205,68620.963,,49.173577196928804,-1,Bull
42,2024-11-04,68775.99,69500.0,66835.0,67850.01,29800.39187,-0.01346371022794457,-0.013555167807772158,0.017592886401737305,68659.7565,,51.60065122260063,-1,Bull
43,2024-11-05,67850.01,70577.91,67476.63,69372.01,33355.06888,0.022431831623900944,0.02218393837390412,0.01818184674825964,68747.3565,,55.99383494430934,1,Bull
44,2024-11-06,69372.01,76400.0,69298.0,75571.99,104126.994787,0.0893729329739763,0.08560223984821512,0.02613901106266572,69154.867,,70.53726553626444,1,Bull
45,2024-11-07,75571.99,76849.99,74416.0,75857.89,44869.422345,0.0037831476979763856,0.0037760095920657505,0.026052967340657877,69526.3615,,68.74384859680711,1,Bull
46,2024-11-08,75857.89,77199.99,75555.0,76509.78,36521.099583,0.008593568843003663,0.00855685431952021,0.02602531040184282,69932.9505,,75.04931253500895,1,Bull
47,2024-11-09,76509.78,76900.0,75714.66,76677.46,16942.07915,0.0021916152418686163,0.0021892171563324633,0.026019100018560667,70315.224,,74.7570453239878,1,Bull
48,2024-11-10,76677.46,81500.0,76492.0,80370.01,61830.100435,0.04815691599591321,0.04703330369431591,0.026639454076199495,70964.8495,,77.9106673122033,1,Bull
49,2024-11-11,80370.01,89530.54,80216.01,88647.99,82323.665776,0.10299836966550102,0.09803226217915882,0.033169385027847394,72025.949,67379.629,82.82975972113877,1,Bull
50,2024-11-12,88648.0,89940.0,85072.0,87952.01,97299.887911,-0.00785105223479976,-0.007882034011635572,0.033042623009524305,73090.117,67871.8694,78.83884873487366,-1,Bull
51,2024-11-13,87952.0,93265.64,86127.99,90375.2,86763.854127,0.027551274837266382,0.027178568661184198,0.03312103053135156,74198.963,68394.11940000001,81.73049442697908,1,Bull
52,2024-11-14,90375.21,91790.0,86668.21,87325.59,56729.51086,-0.03374388106471693,-0.03432634643790914,0.033919222601107725,75230.326,68877.591,78.96004455815203,-1,Bull
53,2024-11-15,87325.59,91850.0,87073.38,91032.07,47927.95068,0.04244437398018164,0.041568314974823425,0.03443381210976775,76427.2915,69394.75259999999,83.31770796590513,1,Bull
54,2024-11-16,91032.08,91779.66,90056.17,90586.92,22717.87689,-0.004890034907478302,-0.004902030249246929,0.03472809737558223,77555.5525,69891.09199999999,82.49104252289604,-1,Bull
55,2024-11-17,90587.98,91449.99,88722.0,89855.99,23867.55609,-0.008068824947354392,-0.008101554091419313,0.034914554892954495,78550.2415,70371.0518,82.1583631576217,-1,Bull
56,2024-11-18,89855.98,92594.0,89376.9,90464.08,46545.03448,0.006767384122082332,0.006744588166355547,0.03437219291992328,79436.6245,70868.2932,84.83652885427394,1,Bull
57,2024-11-19,90464.07,93905.51,90357.0,92310.79,43660.04682,0.020413737695668788,0.02020817024435305,0.034209419727344634,80434.927,71447.9572,84.98672447053453,1,Bull
58,2024-11-20,92310.8,94831.97,91500.0,94286.56,42203.198712,0.02140345673566446,0.021177619537080205,0.032857634769118356,81634.65449999999,72117.57280000001,82.7660007332469,1,Bull
59,2024-11-21,94286.56,98988.0,94040.0,98317.12,69228.360477,0.04274798019993509,0.04185951709945262,0.03279104919323091,83075.71,72870.9296,84.76384386753125,1,Bull
60,2024-11-22,98317.12,99588.01,97122.11,98892.0,46189.309243,0.0058472013826280644,0.005830172847894076,0.0326020812389692,84551.573,73633.7154,84.72743375134517,1,Bull
61,2024-11-23,98892.0,98908.85,97136.0,97672.4,24757.84367,-0.012332645714516866,-0.012409323871574746,0.03277177949931185,85996.39349999999,74345.4434,81.54526724980373,-1,Bull
62,2024-11-24,97672.4,98564.0,95734.77,97900.04,31200.97838,0.002330648166728677,0.002327936418892903,0.03216547801067208,87498.89499999999,75062.2842,79.40040056929003,1,Bull
63,2024-11-25,97900.05,98871.8,92600.19,93010.01,50847.45096,-0.04994921350389636,-0.051239836346874276,0.03569877375109125,88680.79500000001,75666.0862,58.25370431060122,-1,Bull
64,2024-11-26,93010.01,94973.37,90791.1,91965.16,57858.73138,-0.011233737099909935,-0.011297312096130885,0.03194187168028622,89500.45349999999,76260.9094,57.49463368428995,-1,Bull
65,2024-11-27,91965.16,97208.21,91792.14,95863.11,41153.42734,0.04238507278190995,0.04151142667791282,0.03267244549852176,90500.7145,76934.96179999999,59.71371677891551,1,Bull
66,2024-11-28,95863.11,96564.0,94640.0,95643.98,28814.54357,-0.002285863665387078,-0.002288480239917697,0.0328170902994016,91457.4245,77635.121,66.36333557192468,-1,Bull
67,2024-11-29,95643.99,98619.99,95364.99,97460.0,27701.78231,0.018987290156683212,0.01880928130380514,0.03278837130504659,92496.5515,78377.7932,63.66057148054749,1,Bull
68,2024-11-30,97460.0,97463.95,96092.01,96407.99,14503.83306,-0.010794274574184248,-0.010852955416106586,0.032079583047006664,93298.4505,79055.15299999999,62.05980980493634,-1,Bull
69,2024-12-01,96407.99,97836.0,95693.88,97185.18,16938.60452,0.008061468764155144,0.008029148706736931,0.02432195955719588,93725.31,79734.7322,65.15521022579001,1,Bull
70,2024-12-02,97185.17,98130.0,94395.0,95840.62,37958.66981,-0.01383503122595442,-0.013931627244584067,0.024522120436577657,94119.7405,80394.1442,60.788942444686136,-1,Bull
71,2024-12-03,95840.61,96305.52,93578.17,95849.69,35827.32283,9.463628261174861e-05,9.463180488125695e-05,0.023932634658939515,94393.465,80989.45820000001,57.666840271308544,1,Bull
72,2024-12-04,95849.69,99000.0,94587.83,98587.32,43850.53728,0.028561699051921963,0.028161417666881416,0.022866525130697337,94956.5515,81619.7218,59.01962659472376,1,Bull
73,2024-12-05,98587.32,104088.0,90500.0,96945.63,109921.729662,-0.016652141472148774,-0.01679234704122157,0.02179612572701713,95252.22949999999,82206.2342,46.80338892190798,-1,Bull
74,2024-12-06,96945.63,101898.99,95981.72,99740.84,45049.5331,0.028832759145512643,0.028424916087496886,0.02241358599940254,95709.9255,82852.6154,51.79287597718541,1,Bull
75,2024-12-07,99740.84,100439.18,98844.0,99831.99,14931.9459,0.0009138683812970338,0.0009134510578209996,0.022230089032067434,96208.7255,83480.6952,54.78969470101532,1,Bull
76,2024-12-08,99831.99,101351.0,98657.7,101109.59,14612.99688,0.012797501081567075,0.012716305068205409,0.022291043413009755,96741.00099999999,84135.32699999999,56.8015973491667,1,Bull
77,2024-12-09,101109.6,101215.93,94150.05,97276.47,53949.11595,-0.0379105483466009,-0.03864784755258232,0.02406984549027861,96989.285,84700.2166,59.46538120563445,-1,Bull
78,2024-12-10,97276.48,98270.0,94256.54,96593.0,51708.68933,-0.007026056763778543,-0.007050855728157901,0.02374987935560769,97104.607,85284.5266,60.4344375400211,-1,Bull
79,2024-12-11,96593.0,101888.0,95658.24,101125.0,37753.78291,0.04691851376393741,0.04585110055392514,0.02412330116745739,97245.001,85958.50660000001,61.53424945801923,1,Bull
80,2024-12-12,101125.0,102540.0,99311.64,100004.29,29232.08745,-0.011082422744128628,-0.011144290310743151,0.02425775614544658,97300.61549999999,86625.21940000002,59.19453191983781,-1,Bull
81,2024-12-13,100004.29,101895.26,99205.0,101424.25,21904.03923,0.014198990863292016,0.014099129370686553,0.024236060716497396,97488.208,87289.7388,58.50136626611544,1,Bull
82,2024-12-14,101424.24,102650.0,100609.41,101420.0,14191.70326,-4.19031937628489e-05,-4.190407172619906e-05,0.024239572351884148,97664.20599999999,87984.1722,61.25403669275686,-1,Bull
83,2024-12-15,101420.0,105250.0,101237.14,104463.99,22228.921775,0.030013705383553635,0.02957210835064263,0.02152181983664851,98236.905,88731.5968,64.83388025226611,1,Bull
84,2024-12-16,104463.99,107793.07,103333.0,106058.66,41302.40274,0.01526526030644626,0.015149918553743596,0.021226049196286356,98941.58,89492.336,70.61375406907214,1,Bull
85,2024-12-17,106058.65,108353.0,105321.49,106133.74,29064.936466,0.0007079101319968917,0.0007076596818099129,0.01964983382264983,99455.1115,90215.7666,70.69181220682215,1,Bull
86,2024-12-18,106133.74,106524.98,100000.0,100204.01,50307.99755,-0.0558703575319216,-0.057491789143001994,0.024111314513037944,99683.113,90765.11839999999,52.88255773442075,-1,Bull
87,2024-12-19,100204.01,102800.11,95700.0,97461.86,55147.398,-0.027365671293993032,-0.02774708582409932,0.024677210442009562,99683.20599999999,91267.4608,50.88568164872015,-1,Bull
88,2024-12-20,97461.86,98233.0,92232.54,97805.44,62884.1357,0.0035252764517319513,0.003519077229743537,0.024553455815879234,99753.0785,91817.7294,46.374495812518326,1,Bull
89,2024-12-21,97805.44,99540.61,96398.39,97291.99,23483.54143,-0.005249707991702657,-0.005263536125710258,0.024525072161692092,99758.41900000001,92373.649,45.31603141725825,-1,Bull
90,2024-12-22,97292.0,97448.08,94250.35,95186.27,19353.83036,-0.02164330280426996,-0.02188095438284901,0.024826242103816152,99725.7015,92889.87960000001,39.40064161752897,-1,Bull
91,2024-12-23,95186.28,96538.92,92520.0,94881.47,32810.76703,-0.003202142493870186,-0.0032072803231183965,0.02483415951594902,99677.2905,93411.9892,45.09493904207335,-1,Bull
92,2024-12-24,94881.47,99487.99,93569.02,98663.58,23674.22488,0.03986141867321402,0.039087452998785556,0.025606189337736094,99681.1035,94028.26060000001,53.763021495918174,1,Bull
93,2024-12-25,98663.58,99569.15,97632.02,99429.6,14474.1651,0.0077639591022340415,0.007733974670366026,0.025343658703221958,99805.302,94629.4124,46.43016867526707,1,Bull
94,2024-12-26,99429.61,99963.7,95199.14,95791.6,21192.36727,-0.03658870195595676,-0.03727485759295436,0.02589000346174509,99607.84,95033.8046,41.97995622062705,-1,Bull
95,2024-12-27,95791.6,97544.58,93500.01,94299.03,26501.26429,-0.01558142885179914,-0.01570409519397809,0.026057017559976834,99331.19200000001,95402.62739999998,36.47253278007544,-1,Bull
96,2024-12-28,94299.03,95733.99,94135.66,95300.0,8385.8929,0.01061484937862045,0.010558907393903796,0.025993569559490358,99040.71250000001,95778.43179999999,38.80467598683489,1,Bull
97,2024-12-29,95300.0,95340.0,93009.52,93738.2,13576.00578,-0.01638824763903468,-0.016524020398176582,0.02483999276564682,98863.799,96119.64660000001,29.254312754224756,-1,Bull
98,2024-12-30,93738.19,95024.5,91530.45,92792.05,27619.4225,-0.010093537106537043,-0.010144822242994745,0.024883666415346124,98673.7515,96368.0874,23.679585812786485,-1,Bull
99,2024-12-31,92792.05,96250.0,92033.73,93576.0,19612.03389,0.008448460832582105,0.008412972329420844,0.022375759588300993,98296.3015,96466.6476,25.76755046119409,1,Bull
100,2025-01-01,93576.0,95151.15,92888.0,94591.79,10373.32613,0.010855240659998211,0.010796745473918477,0.02253809391847065,98025.6765,96599.44319999998,36.63570042663115,1,Bull
101,2025-01-02,94591.78,97839.5,94392.0,96984.79,21970.48948,0.025298178626284695,0.02498347626229524,0.02309178046562499,97803.7035,96731.635,48.84474990446974,1,Bull
102,2025-01-03,96984.79,98976.91,96100.01,98174.18,15253.82936,0.012263675572221189,0.012189085912690157,0.023313890042116293,97641.4125,96948.60680000001,50.857785436862464,1,Bull
103,2025-01-04,98174.17,98778.43,97514.79,98220.5,8990.05651,0.0004718144831972193,0.00047170321374159335,0.02214298994739497,97329.238,97092.3754,52.207942419574444,1,Bull
104,2025-01-05,98220.51,98836.85,97276.79,98363.61,8095.63723,0.0014570278098766654,0.001455967374787927,0.021757949924148645,96944.4855,97247.9092,58.333359560805235,1,Bear
105,2025-01-06,98363.61,102480.0,97920.0,102235.6,25263.43375,0.039364049367443865,0.03860903512357024,0.023729361057672847,96749.5785,97495.50140000001,66.24779010541656,1,Bear
106,2025-01-07,102235.6,102724.38,96181.81,96954.61,32059.87537,-0.05165509861535522,-0.05303702286757633,0.02319467546797991,96587.1085,97625.31199999999,46.458834523757716,-1,Bear
107,2025-01-08,96954.6,97268.65,92500.9,95060.61,33704.67894,-0.01953491432743626,-0.019728242676769096,0.02278548529780979,96467.046,97680.3084,41.35128511606012,-1,Bear
108,2025-01-09,95060.61,95382.32,91203.67,92552.49,34544.83685,-0.026384429891623817,-0.026738745131460816,0.023447259726011502,96204.3985,97645.62700000001,43.2876950781556,-1,Bear
109,2025-01-10,92552.49,95836.0,92206.02,94726.11,31482.86424,0.02348526765730452,0.02321373193383758,0.02414161859854756,96076.10449999999,97573.80679999999,50.860729084371926,1,Bear
110,2025-01-11,94726.1,95050.94,93831.73,94599.99,7047.9043,-0.0013314174940783907,-0.0013323046178590012,0.023653578893500067,96046.79049999999,97487.9666,48.53764568496744,-1,Bear
111,2025-01-12,94599.99,95450.1,93711.19,94545.06,8606.86622,-0.0005806554525006336,-0.0005808240981644022,0.023643929458375814,96029.97,97425.4198,51.79882001901238,-1,Bear
112,2025-01-13,94545.07,95940.0,89256.69,94536.1,42619.56423,-9.476962625010188e-05,-9.477411717486941e-05,0.021768123959119354,95823.596,97358.141,54.05776283149274,-1,Bear
113,2025-01-14,94536.11,97371.0,94346.22,96560.86,27846.61753,0.021417849900725594,0.021191710994825055,0.02229102055237575,95680.159,97429.15800000001,56.565586355257786,1,Bear
114,2025-01-15,96560.85,100681.94,96500.0,100497.35,30509.99179,0.04076693186038316,0.03995787586321273,0.022449925398765766,95915.44649999999,97599.8018,61.51100507566723,1,Bear
115,2025-01-16,100497.35,100866.66,97335.13,99987.3,27832.85317,-0.005075258203325772,-0.005088181069371945,0.022122517578699222,96199.86,97682.2856,56.31606072653916,-1,Bear
116,2025-01-17,99987.3,105865.22,99950.77,104077.48,39171.85292,0.04090699518838892,0.04009244384371839,0.023595302046641033,96638.734,97850.9556,61.067453478937104,1,Bear
117,2025-01-18,104077.47,104988.88,102277.55,104556.23,24307.82998,0.0045999384304846735,0.004589391046213007,0.0230762310199474,97179.6355,97992.8802,61.68864592261772,1,Bear
118,2025-01-19,104556.23,106422.43,99651.6,101331.57,43397.28298,-0.030841395103859304,-0.0313270015419219,0.024284623476381606,97606.6115,98091.3518,54.91650769523339,-1,Bear
119,2025-01-20,101331.57,109588.0,99550.0,102260.01,89529.231732,0.009162396279856155,0.009120676170877553,0.024291290385428415,98040.812,98192.8484,50.04480531804798,1,Bear
120,2025-01-21,102260.0,107240.81,100119.04,106143.82,45941.02002,0.03797975376689289,0.03727627951194209,0.02535450758568616,98618.4135,98398.9124,67.77899066242207,1,Bull
